"Time","Contracts","Funding Interval","Funding Rate"
"2021-01-21 09:00:00","ETHUSDT Perpetual","8h","0.034937%"
"2021-01-21 01:00:00","ETHUSDT Perpetual","8h","0.048461%"
"2021-01-20 17:00:00","ETHUSDT Perpetual","8h","0.072796%"
"2021-01-20 09:00:00","ETHUSDT Perpetual","8h","0.153883%"
"2021-01-20 01:00:00","ETHUSDT Perpetual","8h","0.199604%"
"2021-01-19 17:00:00","ETHUSDT Perpetual","8h","0.197982%"
"2021-01-19 09:00:00","ETHUSDT Perpetual","8h","0.121462%"
"2021-01-19 01:00:00","ETHUSDT Perpetual","8h","0.109268%"
"2021-01-18 17:00:00","ETHUSDT Perpetual","8h","0.028606%"
"2021-01-18 09:00:00","ETHUSDT Perpetual","8h","0.109082%"
"2021-01-18 01:00:00","ETHUSDT Perpetual","8h","0.051088%"
"2021-01-17 17:00:00","ETHUSDT Perpetual","8h","0.050098%"
"2021-01-17 09:00:00","ETHUSDT Perpetual","8h","0.106466%"
"2021-01-17 01:00:00","ETHUSDT Perpetual","8h","0.152456%"
"2021-01-16 17:00:00","ETHUSDT Perpetual","8h","0.054403%"
"2021-01-16 09:00:00","ETHUSDT Perpetual","8h","0.014674%"
"2021-01-16 01:00:00","ETHUSDT Perpetual","8h","0.087472%"
"2021-01-15 17:00:00","ETHUSDT Perpetual","8h","0.055774%"
"2021-01-15 09:00:00","ETHUSDT Perpetual","8h","0.027277%"
"2021-01-15 01:00:00","ETHUSDT Perpetual","8h","0.071650%"
"2021-01-14 17:00:00","ETHUSDT Perpetual","8h","0.052289%"
"2021-01-14 09:00:00","ETHUSDT Perpetual","8h","0.054804%"
"2021-01-14 01:00:00","ETHUSDT Perpetual","8h","0.040496%"
"2021-01-13 17:00:00","ETHUSDT Perpetual","8h","0.011840%"
"2021-01-13 09:00:00","ETHUSDT Perpetual","8h","0.037339%"
"2021-01-13 01:00:00","ETHUSDT Perpetual","8h","0.058059%"
"2021-01-12 17:00:00","ETHUSDT Perpetual","8h","0.045084%"
"2021-01-12 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2021-01-12 01:00:00","ETHUSDT Perpetual","8h","0.039691%"
"2021-01-11 17:00:00","ETHUSDT Perpetual","8h","0.066240%"
"2021-01-11 09:00:00","ETHUSDT Perpetual","8h","0.177546%"
"2021-01-11 01:00:00","ETHUSDT Perpetual","8h","0.126049%"
"2021-01-10 17:00:00","ETHUSDT Perpetual","8h","0.202919%"
"2021-01-10 09:00:00","ETHUSDT Perpetual","8h","0.340522%"
"2021-01-10 01:00:00","ETHUSDT Perpetual","8h","0.156908%"
"2021-01-09 17:00:00","ETHUSDT Perpetual","8h","0.068612%"
"2021-01-09 09:00:00","ETHUSDT Perpetual","8h","0.067690%"
"2021-01-09 01:00:00","ETHUSDT Perpetual","8h","0.137534%"
"2021-01-08 17:00:00","ETHUSDT Perpetual","8h","0.077262%"
"2021-01-08 09:00:00","ETHUSDT Perpetual","8h","0.171757%"
"2021-01-08 01:00:00","ETHUSDT Perpetual","8h","0.176604%"
"2021-01-07 17:00:00","ETHUSDT Perpetual","8h","0.165953%"
"2021-01-07 09:00:00","ETHUSDT Perpetual","8h","0.114511%"
"2021-01-07 01:00:00","ETHUSDT Perpetual","8h","0.253317%"
"2021-01-06 17:00:00","ETHUSDT Perpetual","8h","0.222459%"
"2021-01-06 09:00:00","ETHUSDT Perpetual","8h","0.182179%"
"2021-01-06 01:00:00","ETHUSDT Perpetual","8h","0.102796%"
"2021-01-05 17:00:00","ETHUSDT Perpetual","8h","0.043050%"
"2021-01-05 09:00:00","ETHUSDT Perpetual","8h","0.102541%"
"2021-01-05 01:00:00","ETHUSDT Perpetual","8h","0.085432%"
"2021-01-04 17:00:00","ETHUSDT Perpetual","8h","0.375000%"
"2021-01-04 09:00:00","ETHUSDT Perpetual","8h","0.295549%"
"2021-01-04 01:00:00","ETHUSDT Perpetual","8h","0.171498%"
"2021-01-03 17:00:00","ETHUSDT Perpetual","8h","0.074404%"
"2021-01-03 09:00:00","ETHUSDT Perpetual","8h","0.062004%"
"2021-01-03 01:00:00","ETHUSDT Perpetual","8h","0.109186%"
"2021-01-02 17:00:00","ETHUSDT Perpetual","8h","0.049233%"
"2021-01-02 09:00:00","ETHUSDT Perpetual","8h","0.025572%"
"2021-01-02 01:00:00","ETHUSDT Perpetual","8h","0.056803%"
"2021-01-01 17:00:00","ETHUSDT Perpetual","8h","0.061140%"
"2021-01-01 09:00:00","ETHUSDT Perpetual","8h","0.034491%"
"2021-01-01 01:00:00","ETHUSDT Perpetual","8h","0.034870%"
"2020-12-31 17:00:00","ETHUSDT Perpetual","8h","0.039102%"
"2020-12-31 09:00:00","ETHUSDT Perpetual","8h","0.078058%"
"2020-12-31 01:00:00","ETHUSDT Perpetual","8h","0.055831%"
"2020-12-30 17:00:00","ETHUSDT Perpetual","8h","0.090448%"
"2020-12-30 09:00:00","ETHUSDT Perpetual","8h","0.075238%"
"2020-12-30 01:00:00","ETHUSDT Perpetual","8h","0.062907%"
"2020-12-29 17:00:00","ETHUSDT Perpetual","8h","0.076943%"
"2020-12-29 09:00:00","ETHUSDT Perpetual","8h","0.063783%"
"2020-12-29 01:00:00","ETHUSDT Perpetual","8h","0.077510%"
"2020-12-28 17:00:00","ETHUSDT Perpetual","8h","0.096296%"
"2020-12-28 09:00:00","ETHUSDT Perpetual","8h","0.067850%"
"2020-12-28 01:00:00","ETHUSDT Perpetual","8h","0.068798%"
"2020-12-27 17:00:00","ETHUSDT Perpetual","8h","0.049062%"
"2020-12-27 09:00:00","ETHUSDT Perpetual","8h","0.037063%"
"2020-12-27 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-26 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-26 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-26 01:00:00","ETHUSDT Perpetual","8h","0.010889%"
"2020-12-25 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-25 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-25 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-24 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-24 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-24 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-23 17:00:00","ETHUSDT Perpetual","8h","0.019732%"
"2020-12-23 09:00:00","ETHUSDT Perpetual","8h","0.033124%"
"2020-12-23 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-22 17:00:00","ETHUSDT Perpetual","8h","0.012634%"
"2020-12-22 09:00:00","ETHUSDT Perpetual","8h","0.013065%"
"2020-12-22 01:00:00","ETHUSDT Perpetual","8h","0.017551%"
"2020-12-21 17:00:00","ETHUSDT Perpetual","8h","0.041128%"
"2020-12-21 09:00:00","ETHUSDT Perpetual","8h","0.019993%"
"2020-12-21 01:00:00","ETHUSDT Perpetual","8h","0.058382%"
"2020-12-20 17:00:00","ETHUSDT Perpetual","8h","0.030872%"
"2020-12-20 09:00:00","ETHUSDT Perpetual","8h","0.072871%"
"2020-12-20 01:00:00","ETHUSDT Perpetual","8h","0.088042%"
"2020-12-19 17:00:00","ETHUSDT Perpetual","8h","0.052066%"
"2020-12-19 09:00:00","ETHUSDT Perpetual","8h","0.064688%"
"2020-12-19 01:00:00","ETHUSDT Perpetual","8h","0.061589%"
"2020-12-18 17:00:00","ETHUSDT Perpetual","8h","0.050887%"
"2020-12-18 09:00:00","ETHUSDT Perpetual","8h","0.026396%"
"2020-12-18 01:00:00","ETHUSDT Perpetual","8h","0.133961%"
"2020-12-17 17:00:00","ETHUSDT Perpetual","8h","0.073138%"
"2020-12-17 09:00:00","ETHUSDT Perpetual","8h","0.050069%"
"2020-12-17 01:00:00","ETHUSDT Perpetual","8h","0.102460%"
"2020-12-16 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-16 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-16 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-15 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-15 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-15 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-14 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-14 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-14 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-13 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-13 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-13 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-12 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-12 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-12 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-11 17:00:00","ETHUSDT Perpetual","8h","0.012389%"
"2020-12-11 09:00:00","ETHUSDT Perpetual","8h","0.017393%"
"2020-12-11 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-10 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-10 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-10 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-09 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-09 09:00:00","ETHUSDT Perpetual","8h","0.013842%"
"2020-12-09 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-08 17:00:00","ETHUSDT Perpetual","8h","0.017744%"
"2020-12-08 09:00:00","ETHUSDT Perpetual","8h","0.029366%"
"2020-12-08 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-07 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-07 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-07 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-06 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-06 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-06 01:00:00","ETHUSDT Perpetual","8h","0.016022%"
"2020-12-05 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-05 09:00:00","ETHUSDT Perpetual","8h","0.027833%"
"2020-12-05 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-04 17:00:00","ETHUSDT Perpetual","8h","0.015116%"
"2020-12-04 09:00:00","ETHUSDT Perpetual","8h","0.037142%"
"2020-12-04 01:00:00","ETHUSDT Perpetual","8h","0.077331%"
"2020-12-03 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-03 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-03 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-12-02 17:00:00","ETHUSDT Perpetual","8h","0.045805%"
"2020-12-02 09:00:00","ETHUSDT Perpetual","8h","0.019429%"
"2020-12-02 01:00:00","ETHUSDT Perpetual","8h","0.031592%"
"2020-12-01 17:00:00","ETHUSDT Perpetual","8h","0.058752%"
"2020-12-01 09:00:00","ETHUSDT Perpetual","8h","0.039869%"
"2020-12-01 01:00:00","ETHUSDT Perpetual","8h","0.090116%"
"2020-11-30 17:00:00","ETHUSDT Perpetual","8h","0.036965%"
"2020-11-30 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-30 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-29 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-29 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-29 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-28 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-28 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-28 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-27 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-27 09:00:00","ETHUSDT Perpetual","8h","0.024750%"
"2020-11-27 01:00:00","ETHUSDT Perpetual","8h","0.013275%"
"2020-11-26 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-26 09:00:00","ETHUSDT Perpetual","8h","0.048837%"
"2020-11-26 01:00:00","ETHUSDT Perpetual","8h","0.116534%"
"2020-11-25 17:00:00","ETHUSDT Perpetual","8h","0.053127%"
"2020-11-25 09:00:00","ETHUSDT Perpetual","8h","0.073994%"
"2020-11-25 01:00:00","ETHUSDT Perpetual","8h","0.116687%"
"2020-11-24 17:00:00","ETHUSDT Perpetual","8h","0.091981%"
"2020-11-24 09:00:00","ETHUSDT Perpetual","8h","0.064276%"
"2020-11-24 01:00:00","ETHUSDT Perpetual","8h","0.085758%"
"2020-11-23 17:00:00","ETHUSDT Perpetual","8h","0.114124%"
"2020-11-23 09:00:00","ETHUSDT Perpetual","8h","0.158187%"
"2020-11-23 01:00:00","ETHUSDT Perpetual","8h","0.073816%"
"2020-11-22 17:00:00","ETHUSDT Perpetual","8h","0.085010%"
"2020-11-22 09:00:00","ETHUSDT Perpetual","8h","0.080539%"
"2020-11-22 01:00:00","ETHUSDT Perpetual","8h","0.075533%"
"2020-11-21 17:00:00","ETHUSDT Perpetual","8h","0.012145%"
"2020-11-21 09:00:00","ETHUSDT Perpetual","8h","0.011375%"
"2020-11-21 01:00:00","ETHUSDT Perpetual","8h","0.079930%"
"2020-11-20 17:00:00","ETHUSDT Perpetual","8h","0.078136%"
"2020-11-20 09:00:00","ETHUSDT Perpetual","8h","0.016510%"
"2020-11-20 01:00:00","ETHUSDT Perpetual","8h","0.038994%"
"2020-11-19 17:00:00","ETHUSDT Perpetual","8h","0.014096%"
"2020-11-19 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-19 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-18 17:00:00","ETHUSDT Perpetual","8h","0.037818%"
"2020-11-18 09:00:00","ETHUSDT Perpetual","8h","0.089819%"
"2020-11-18 01:00:00","ETHUSDT Perpetual","8h","0.037880%"
"2020-11-17 17:00:00","ETHUSDT Perpetual","8h","0.024182%"
"2020-11-17 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-17 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-16 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-16 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-16 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-15 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-15 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-15 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-14 17:00:00","ETHUSDT Perpetual","8h","0.011914%"
"2020-11-14 09:00:00","ETHUSDT Perpetual","8h","0.058724%"
"2020-11-14 01:00:00","ETHUSDT Perpetual","8h","0.051032%"
"2020-11-13 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-13 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-13 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-12 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-12 09:00:00","ETHUSDT Perpetual","8h","0.039191%"
"2020-11-12 01:00:00","ETHUSDT Perpetual","8h","0.041035%"
"2020-11-11 17:00:00","ETHUSDT Perpetual","8h","0.018601%"
"2020-11-11 09:00:00","ETHUSDT Perpetual","8h","0.043021%"
"2020-11-11 01:00:00","ETHUSDT Perpetual","8h","0.036401%"
"2020-11-10 17:00:00","ETHUSDT Perpetual","8h","0.033730%"
"2020-11-10 09:00:00","ETHUSDT Perpetual","8h","0.016694%"
"2020-11-10 01:00:00","ETHUSDT Perpetual","8h","0.028775%"
"2020-11-09 17:00:00","ETHUSDT Perpetual","8h","0.025588%"
"2020-11-09 09:00:00","ETHUSDT Perpetual","8h","0.050128%"
"2020-11-09 01:00:00","ETHUSDT Perpetual","8h","0.058593%"
"2020-11-08 17:00:00","ETHUSDT Perpetual","8h","0.034732%"
"2020-11-08 09:00:00","ETHUSDT Perpetual","8h","0.021269%"
"2020-11-08 01:00:00","ETHUSDT Perpetual","8h","0.058949%"
"2020-11-07 17:00:00","ETHUSDT Perpetual","8h","0.103009%"
"2020-11-07 09:00:00","ETHUSDT Perpetual","8h","0.048047%"
"2020-11-07 01:00:00","ETHUSDT Perpetual","8h","0.073654%"
"2020-11-06 17:00:00","ETHUSDT Perpetual","8h","0.075470%"
"2020-11-06 09:00:00","ETHUSDT Perpetual","8h","0.035727%"
"2020-11-06 01:00:00","ETHUSDT Perpetual","8h","0.069168%"
"2020-11-05 17:00:00","ETHUSDT Perpetual","8h","0.073669%"
"2020-11-05 09:00:00","ETHUSDT Perpetual","8h","0.076235%"
"2020-11-05 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-04 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-04 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-04 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-03 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-03 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-03 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-02 17:00:00","ETHUSDT Perpetual","8h","0.030095%"
"2020-11-02 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-02 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-01 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-01 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-11-01 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-31 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-31 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-31 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-30 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-30 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-30 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-29 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-29 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-29 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-28 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-28 09:00:00","ETHUSDT Perpetual","8h","0.015253%"
"2020-10-28 01:00:00","ETHUSDT Perpetual","8h","0.018409%"
"2020-10-27 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-27 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-27 01:00:00","ETHUSDT Perpetual","8h","0.021330%"
"2020-10-26 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-26 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-26 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-25 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-25 09:00:00","ETHUSDT Perpetual","8h","0.039795%"
"2020-10-25 01:00:00","ETHUSDT Perpetual","8h","0.034696%"
"2020-10-24 17:00:00","ETHUSDT Perpetual","8h","0.042290%"
"2020-10-24 09:00:00","ETHUSDT Perpetual","8h","0.051273%"
"2020-10-24 01:00:00","ETHUSDT Perpetual","8h","0.024975%"
"2020-10-23 17:00:00","ETHUSDT Perpetual","8h","0.033468%"
"2020-10-23 09:00:00","ETHUSDT Perpetual","8h","0.052590%"
"2020-10-23 01:00:00","ETHUSDT Perpetual","8h","0.074052%"
"2020-10-22 17:00:00","ETHUSDT Perpetual","8h","0.052961%"
"2020-10-22 09:00:00","ETHUSDT Perpetual","8h","0.083557%"
"2020-10-22 01:00:00","ETHUSDT Perpetual","8h","0.050823%"
"2020-10-21 17:00:00","ETHUSDT Perpetual","8h","0.031887%"
"2020-10-21 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-21 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-20 17:00:00","ETHUSDT Perpetual","8h","0.037753%"
"2020-10-20 09:00:00","ETHUSDT Perpetual","8h","0.011516%"
"2020-10-20 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-19 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-19 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-19 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-18 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-18 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-18 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-17 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-17 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-17 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-16 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-16 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-16 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-15 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-15 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-15 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-14 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-14 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-14 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-13 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-13 09:00:00","ETHUSDT Perpetual","8h","0.021910%"
"2020-10-13 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-12 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-12 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-12 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-11 17:00:00","ETHUSDT Perpetual","8h","0.013127%"
"2020-10-11 09:00:00","ETHUSDT Perpetual","8h","0.011995%"
"2020-10-11 01:00:00","ETHUSDT Perpetual","8h","0.027917%"
"2020-10-10 17:00:00","ETHUSDT Perpetual","8h","0.017330%"
"2020-10-10 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-10 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-09 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-09 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-09 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-08 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-08 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-08 01:00:00","ETHUSDT Perpetual","8h","0.007205%"
"2020-10-07 17:00:00","ETHUSDT Perpetual","8h","0.002716%"
"2020-10-07 09:00:00","ETHUSDT Perpetual","8h","-0.007208%"
"2020-10-07 01:00:00","ETHUSDT Perpetual","8h","0.000044%"
"2020-10-06 17:00:00","ETHUSDT Perpetual","8h","0.009514%"
"2020-10-06 09:00:00","ETHUSDT Perpetual","8h","-0.004499%"
"2020-10-06 01:00:00","ETHUSDT Perpetual","8h","-0.001442%"
"2020-10-05 17:00:00","ETHUSDT Perpetual","8h","0.000305%"
"2020-10-05 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-05 01:00:00","ETHUSDT Perpetual","8h","-0.006384%"
"2020-10-04 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-04 09:00:00","ETHUSDT Perpetual","8h","-0.000670%"
"2020-10-04 01:00:00","ETHUSDT Perpetual","8h","-0.003221%"
"2020-10-03 17:00:00","ETHUSDT Perpetual","8h","-0.011916%"
"2020-10-03 09:00:00","ETHUSDT Perpetual","8h","0.005867%"
"2020-10-03 01:00:00","ETHUSDT Perpetual","8h","-0.003462%"
"2020-10-02 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-02 09:00:00","ETHUSDT Perpetual","8h","0.004321%"
"2020-10-02 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-01 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-10-01 09:00:00","ETHUSDT Perpetual","8h","0.009937%"
"2020-10-01 01:00:00","ETHUSDT Perpetual","8h","-0.000280%"
"2020-09-30 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-30 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-30 01:00:00","ETHUSDT Perpetual","8h","0.007388%"
"2020-09-29 17:00:00","ETHUSDT Perpetual","8h","-0.001526%"
"2020-09-29 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-29 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-28 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-28 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-28 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-27 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-27 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-27 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-26 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-26 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-26 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-25 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-25 09:00:00","ETHUSDT Perpetual","8h","0.005360%"
"2020-09-25 01:00:00","ETHUSDT Perpetual","8h","0.005598%"
"2020-09-24 17:00:00","ETHUSDT Perpetual","8h","0.003064%"
"2020-09-24 09:00:00","ETHUSDT Perpetual","8h","-0.001579%"
"2020-09-24 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-23 17:00:00","ETHUSDT Perpetual","8h","0.001632%"
"2020-09-23 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-23 01:00:00","ETHUSDT Perpetual","8h","0.001010%"
"2020-09-22 17:00:00","ETHUSDT Perpetual","8h","0.000097%"
"2020-09-22 09:00:00","ETHUSDT Perpetual","8h","-0.022757%"
"2020-09-22 01:00:00","ETHUSDT Perpetual","8h","0.005075%"
"2020-09-21 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-21 09:00:00","ETHUSDT Perpetual","8h","-0.001481%"
"2020-09-21 01:00:00","ETHUSDT Perpetual","8h","-0.000080%"
"2020-09-20 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-20 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-20 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-19 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-19 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-19 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-18 17:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-18 09:00:00","ETHUSDT Perpetual","8h","0.010000%"
"2020-09-18 01:00:00","ETHUSDT Perpetual","8h","0.010000%"
